,Crime_ID,Month,Reported_by,Falls_within,Longitude,Latitude,Location,LSOA_code,LSOA_name,Crime_type,Last_outcome_category,Context,geometry
37480,348f8a8152c8fb308f20804ed0dd6aadcccd43645a6e5e27d1a8704299ca4cad,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.352162,51.605534999999996,On or near Whittlesea Road,E01002139,Harrow 006A,Burglary,Under investigation,,POINT (-39202.49451674113 6729112.988006091)
37490,175f9663e68f1a6f6d4f05186b14cc1eb489516b39e795e657eb7df856410050,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.356835,51.6073,On or near Tillotson Road,E01002148,Harrow 006B,Burglary,Under investigation,,POINT (-39722.69049721859 6729429.348586449)
37521,643a4033fbe32af3e1418e46786efa61ba8248a1db325d8263a488557d1f1d74,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.377137,51.603743,On or near St Thomas' Drive,E01002152,Harrow 006E,Burglary,Under investigation,,POINT (-41982.69879930329 6728791.800497037)
37522,7920eee1bd85e5970ad5496ee4bad0588b702fb1c8b2f6720fba909d3813751c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.38569899999999996,51.606629999999996,On or near Marsworth Avenue,E01002152,Harrow 006E,Burglary,Under investigation,,POINT (-42935.81627947392 6729309.255586502)
37550,9974be00156009a5fea2cd67ca0b2ca14ba5924700ee1ca77554388780649cc3,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.287017,51.602921,On or near St Bride'S Avenue,E01002121,Harrow 007C,Burglary,Under investigation,,POINT (-31950.58628901226 6728644.474306847)
37597,e63221a2e8222dc3dd3d4450e4ea0d620651a09f229e25ac92ea897adf12e361,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.309246,51.610921999999995,On or near Barn Crescent,E01002109,Harrow 008C,Burglary,Under investigation,,POINT (-34425.10724985688 6730078.598448892)
37603,94f2b3ddfc35c12b0f6e724a77e148a2df40af151bc5832246f1c498fe22c30e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.307302,51.603377,On or near St Andrews Drive,E01002110,Harrow 008D,Burglary,Under investigation,,POINT (-34208.7021597545 6728726.202374936)
37620,80839650aeb1d816ead440fb0c1aeb1f59e67045eb84e8e79563e2ca9cdaa8da,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.399332,51.598796,On or near Wynlie Gardens,E01002186,Harrow 009B,Burglary,Under investigation,,POINT (-44453.43489746013 6727905.195192246)
37621,74ccc20685b0924ad2a68ddce1fca745abba0042890d9ae23dcd35a3e9aa5a24,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.393203,51.597777,On or near Bell Close,E01002186,Harrow 009B,Burglary,Under investigation,,POINT (-43771.15773838694 6727722.58119153)
37652,dd86ec959de1a0c78198e1be2cc75f2b5cc81738fa126023029e8d32739b7857,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.281144,51.600497,On or near Hogarth Road,E01002124,Harrow 010A,Burglary,Under investigation,,POINT (-31296.80691958436 6728210.038879869)
37669,fd5a6cb6d7637a9fa60b40e2427269afa6fe60645c9469b57dfe71b1a2361ea3,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.275383,51.599351,On or near Briary Grove,E01002125,Harrow 010B,Burglary,Under investigation,,POINT (-30655.49533312362 6728004.657927044)
37670,d4dc72389e75ebdc34f539a5cf48d8c076d0e90bc08911ae4621ad3bf39da811,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.272462,51.599478999999995,On or near Strathmore Gardens,E01002125,Harrow 010B,Burglary,Under investigation,,POINT (-30330.3311005167 6728027.597252792)
37671,ed5412bcb018dfca9d38804fbdd3dba4402eaa7234445c4db48efc88668fcec1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.27967600000000004,51.596940999999994,On or near Waltham Drive,E01002125,Harrow 010B,Burglary,Under investigation,,POINT (-31133.38990709948 6727572.765502786)
37690,c600277960faeb3520a5f3e632d8964536e78b36b52a8d7bad23e8af2e50e0b1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.280223,51.598118,On or near Cotman Gardens,E01002198,Harrow 010C,Burglary,Awaiting court outcome,,POINT (-31194.28166856341 6727783.691014314)
37703,d7fbfaa4ac1f3e93b96b824edbeec3649b786fed669eb8fb509ec3e8278630b5,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.289298,51.596785,On or near Turner Road,E01002200,Harrow 010D,Burglary,Under investigation,,POINT (-32204.50604751303 6727544.809770487)
37712,986f91b3889c3e7e58a3f2d2c44f783a58b5204dd0496ff57b3fa408631e2f2f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.300636,51.598605,On or near Carisbrooke Close,E01002203,Harrow 010E,Burglary,Under investigation,,POINT (-33466.64643412687 6727870.965955645)
37713,de11d2ba6305e5a9f45ba252898a7553a437b24f6ddde24288627dd58d476f1d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.29475300000000004,51.599158,On or near Collins Avenue,E01002203,Harrow 010E,Burglary,Under investigation,,POINT (-32811.75386978947 6727970.069847181)
37741,92975104510b83efbf46e8fa5f1431c2fbb40e6f43f1629e01356c402a8edbd7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.333701,51.59782,On or near Montrose Road,E01002233,Harrow 011B,Burglary,Under investigation,,POINT (-37147.42539720709 6727730.28709698)
37805,799a0c6846dfa740855f2e4f33aecf85edf252e1fcf901fcf0d6314bdc3cb47e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.3377,51.597813,On or near Ladysmith Road,E01002236,Harrow 011E,Burglary,Under investigation,,POINT (-37592.59204088779 6727729.032646757)
37812,fccbb14113287973e8b080172cb0027641b6a00807b2d713fa3071e9c336b2d7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.298256,51.60125,On or near Peareswood Gardens,E01002107,Harrow 012A,Burglary,Under investigation,,POINT (-33201.70604603932 6728344.990966339)
37813,6f4c2617b8a9777d2153486ef097d9e6b16d832dd38d16ec98a479fdc4308c6f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.301726,51.600743,On or near Lamorna Grove,E01002107,Harrow 012A,Burglary,Under investigation,,POINT (-33587.98467909263 6728254.126566385)
37820,14b632c5b01dc6e44977f74aef6d3281935500b49142369ac816832256ab0bb1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.307517,51.598389000000005,On or near Sports/Recreation Area,E01002197,Harrow 012B,Burglary,Under investigation,,POINT (-34232.63585027622 6727832.25662593)
37822,38432ce4b74cd5916aa6478546470babe75ed4a8d87ce4cf08dcacc6fe970c14,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.30773,51.596162,On or near Uppingham Avenue,E01002197,Harrow 012B,Burglary,Under investigation,,POINT (-34256.34690181546 6727433.167002135)
37838,7fb6dd90bb111a244da90aaab7c9329ecc735b2aff45490ee796a1bb1e7afe7a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.29888200000000004,51.597229999999996,On or near Langland Crescent,E01002201,Harrow 012D,Burglary,Under investigation,,POINT (-33271.39204727387 6727624.555542631)
37849,01d444533a7bd12777e100be4a2e5f4088ce756c75130ee576d56ab2adc1a03f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.295547,51.598,On or near Honeypot Lane,E01002202,Harrow 012E,Burglary,Under investigation,,POINT (-32900.14154548042 6727762.544454807)
37879,7bf4571765e8ebc1a0043895b39a3a316a6b44264257e579d152d4d40cad2892,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.334267,51.593790000000006,On or near Parking Area,E01002179,Harrow 013A,Burglary,Under investigation,,POINT (-37210.43222899595 6727008.114168219)
37880,5b782b880dfc78533566ea5da05ff1964b29812dd5f158eeb9e8884de9e1f5ca,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.340436,51.592871,On or near Danes Gate,E01002179,Harrow 013A,Burglary,Under investigation,,POINT (-37897.16216769866 6726843.439040343)
37980,5745a8de8f84bbb2875c4ae844d225ed96aaf52b0a8cc355c66337e61ffee68c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.322264,51.597854999999996,On or near Grasmere Gardens,E01002184,Harrow 013D,Burglary,Under investigation,,POINT (-35874.26438100362 6727736.559350985)
38022,34dd8793b3b9327fc390aaff8324ee7387a11672d1b71e24480c30dbb4555475,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.349169,51.594891,On or near Downing Close,E01002162,Harrow 015C,Burglary,Under investigation,,POINT (-38869.31528079657 6727205.406167517)
38036,d43521cd79561e9d085d3a3cf16786f1e8f31d4534c4660e6c1ad7098f519058,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.35486100000000004,51.590403,On or near Parkside Way,E01002163,Harrow 015D,Burglary,Under investigation,,POINT (-39502.94582239052 6726401.215902166)
38052,ab2a4e62f6ccf8148ab9665cf9afed35f898cf7ac22b540893d0403c6e03e52a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.383479,51.594712,On or near Bridge Street,E01002189,Harrow 016B,Burglary,Under investigation,,POINT (-42688.6870099129 6727173.330212652)
38053,bb7f261bbba9738e083d7c6ba12247fad3da55848651a764ca386c66fd66013c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.385144,51.5954,On or near Supermarket,E01002189,Harrow 016B,Burglary,Under investigation,,POINT (-42874.03396208579 6727296.617255121)
38071,1263c51ad0a19917753d1601359269f3861cd5471eae19c30a41d933d18bf8ea,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.38119899999999995,51.592234999999995,On or near School Lane,E01002192,Harrow 016C,Burglary,Under investigation,,POINT (-42434.87857090621 6726729.476484681)
38073,e617906ffc451121fc40e2e35283d13b1ecfb1ada70c4db0665f5d10de9805ac,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.396016,51.595791999999996,On or near Nursery Road,E01002192,Harrow 016C,Burglary,Under investigation,,POINT (-44084.29946598879 6727366.863033078)
38074,d2a4fc699b3c745ea1cfaea61b5bb38e94ddbe65025518789fb0f8615af57eb4,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.38657800000000003,51.594053,On or near Westbury Lodge Close,E01002192,Harrow 016C,Burglary,Under investigation,,POINT (-43033.66611188289 6727055.24161342)
38091,b7ffcc3e1bd1c98e6998d9c3a2e4b07635c410ba96c81d66554a48610a292f0e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.294376,51.591887,On or near Tonbridge Crescent,E01002166,Harrow 017B,Burglary,Under investigation,,POINT (-32769.78642176158 6726667.120289995)
38092,e578e77c8e579328e42ba1a04c9ba04a3e734cc73062dcd9dc09a670ea20ef54,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.289436,51.587336,On or near Clifton Road,E01002166,Harrow 017B,Burglary,Under investigation,,POINT (-32219.86813724093 6725851.695747808)
38093,b41e930adbd6b61e11fda3717429bd50f1ff35a7d5358f5c1b620b5af9e404a8,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.293052,51.588675,On or near Shrewsbury Avenue,E01002166,Harrow 017B,Burglary,Under investigation,,POINT (-32622.39941594917 6726091.602331771)
38098,043a090e137d8ad202c827c7f12df003e0b17969678e6af83b380924f95c3723,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.299088,51.592126,On or near Liddell Close,E01002167,Harrow 017C,Burglary,Under investigation,,POINT (-33294.32386237731 6726709.945326345)
38099,a0b6377e64e84f56da91664643ee15e1b8afcc7ca20c0263df86b05d12fe2d9c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.296428,51.59028,On or near Glebe Lane,E01002167,Harrow 017C,Burglary,Under investigation,,POINT (-32998.21401686902 6726379.17704691)
38112,74beb27de8894da6ec467833b3d4abbffd7dfd6d0f829ad828e8fc59249f098d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.28421799999999997,51.589814000000004,On or near Honeypot Close,E01002169,Harrow 017E,Burglary,Under investigation,,POINT (-31639.00303428201 6726295.680786964)
38145,b2fd35322be04d693bbb373c38c794710fd8995374b9fed8f0be9fd4984873de,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.364952,51.589582,On or near South Way,E01002157,Harrow 019C,Burglary,Under investigation,,POINT (-40626.27080398578 6726254.112152864)
38159,87864dc51c631063cb940afa44532ce32f5989fff4a6893d8e875e802b1d5ac1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.37481,51.588423999999996,On or near Grove Road,E01002158,Harrow 019D,Burglary,Under investigation,,POINT (-41723.65834422562 6726046.630506816)
38167,2df9029baf610cef20800717dd6e242cd28daedf30738024c585e57f1900dc14,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.338742,51.582712,On or near Springfield Road,E01002128,Harrow 020A,Burglary,Under investigation,,POINT (-37708.58695029416 6725023.275097484)
38188,0c7d782aa78b5b41baee85ea580fab0683eb69a6b5f6e97d467dadcac48af48f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.333505,51.579491,On or near Supermarket,E01002130,Harrow 020B,Burglary,Under investigation,,POINT (-37125.60677701031 6724446.261130568)
38189,61f0d08fde8408db2780a49f32c51850de90fbc87b8014ac64203c6cd0660317,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.328495,51.587405,On or near Crystal Way,E01002130,Harrow 020B,Burglary,Under investigation,,POINT (-36567.8961281373 6725864.058199581)
38190,91da5a4b885acfc14943d18cd304101fc38354c302eb144392f96e7ce843149e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.333259,51.584253000000004,On or near Fairholme Road,E01002130,Harrow 020B,Burglary,Under investigation,,POINT (-37098.22218227452 6725299.346229046)
38192,ed6e5cb6a3ef43e11df37bf9b1c6ee1293809999bd2b0ddf8616af44dfe0570b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.332024,51.589991,On or near Ferndale Terrace,E01002130,Harrow 020B,Burglary,Under investigation,,POINT (-36960.74261114506 6726327.394930741)
38264,acd5ce00336a363b438bcefc8431a83ae6e4cb5e8d89fce3c1655ae2f53b041b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.343204,51.590194,On or near Harley Crescent,E01002181,Harrow 020C,Burglary,Under investigation,,POINT (-38205.29451821484 6726363.767801439)
38265,4c36d3b896d24f74eacf1b35ec986f0c48d98524e767579eada3ecd2a213b3ef,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.344905,51.591459,On or near View Close,E01002181,Harrow 020C,Burglary,Under investigation,,POINT (-38394.64897205513 6726590.429992958)
38266,6fca1b8902bf966352339277fdb92fea7c69a206f7c45e1f017d078e59cc2732,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.340972,51.586467,On or near Radnor Road,E01002181,Harrow 020C,Burglary,Under investigation,,POINT (-37956.82941476469 6725696.002129044)
38296,c736c3e493a539346408efed6115a9043a6c348d154f8cbeccc28973f6707784,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.332124,51.586845000000004,On or near Station Road,E01002182,Harrow 020D,Burglary,Under investigation,,POINT (-36971.87456022592 6725763.7257998)
38308,dac676634516ae9f0df06d966909dd4bef74e08a315e9ab26c9a28348fddc360,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.349907,51.588076,On or near Pinner View,E01002159,Harrow 021A,Burglary,Under investigation,,POINT (-38951.4690650011 6725984.279543021)
38324,91ff899240ef01927efc1b3a38b78a2cce8deb95892138600ed65293e42e1eb9,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.34225300000000003,51.580622,On or near A404,E01002160,Harrow 021B,Burglary,Under investigation,,POINT (-38099.42968247105 6724648.865225423)
38325,65105d3bedefad73b6bc74a62f942ca87703a8fce0d928849e4470ea9308a78a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.346508,51.580321999999995,On or near Neptune Road,E01002160,Harrow 021B,Burglary,Under investigation,,POINT (-38573.09411579704 6724595.123594843)
38354,1f6858950c8b3582bb55919e40390e82896599a2735ed29074473548dcc14470,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.384375,51.579636,On or near Lulworth Drive,E01002191,Harrow 022A,Burglary,Under investigation,,POINT (-42788.42927366435 6724472.235732744)
38355,ec01b50c78bee44e9d22a5b403cddfe3d15fc35744e4e02d354db7bdc0bb2a86,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.385825,51.574566,On or near Pembroke Avenue,E01002191,Harrow 022A,Burglary,Under investigation,,POINT (-42949.84253531552 6723564.069540425)
38365,0de44f60f48f1b61389c531c068e2e6fa5429995703cbf0abf082a6d3eba4c1e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.389277,51.586312,On or near Colchester Drive,E01002194,Harrow 022B,Burglary,Under investigation,,POINT (-43334.11741753229 6725668.232003663)
38366,2775fc8f378caf8760624664bac7e9ff10c55806a3c3b9ede638a64e33d124df,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.383886,51.586094,On or near Moorcroft Way,E01002194,Harrow 022B,Burglary,Under investigation,,POINT (-42733.99404266646 6725629.174826353)
38394,fcd5afe1a517f18b9f47697ac21c4ce1db7ffa8cd2aa4dffa8f3c33505b6d0ce,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.332063,51.577878999999996,On or near Kenton Avenue,E01002126,Harrow 023A,Burglary,Under investigation,,POINT (-36965.08407128618 6724157.500790413)
38442,7bf5fcb7ace6f019d35eaf1e5043c20ddbfebc03e9252a6e34dc4f8dcf642609,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.339047,51.576332,On or near Pickwick Place,E01002129,Harrow 023C,Burglary,Under investigation,,POINT (-37742.53939498724 6723880.393643102)
38443,8ca9493dc390b25787a4931dffd2c808409bb6044e808ba4bcbf131814e4daa9,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.33932199999999996,51.578278000000005,On or near Whitehall Road,E01002129,Harrow 023C,Burglary,Under investigation,,POINT (-37773.15225495464 6724228.97339473)
38444,ef9d5a2b403bd158c15a632943ea3e8ad4961ad4c665a19e427a2fdc40b2922f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.34017,51.577202,On or near Roxborough Park,E01002129,Harrow 023C,Burglary,Under investigation,,POINT (-37867.5511831467 6724036.231666767)
